idForProcess	language	dependency	weight
5397060	Afrikaans_2.8	nsubj	0
5397060	Afrikaans_2.8	root	2
5397060	Afrikaans_2.8	aux	4
5397060	Afrikaans_2.8	cop	6
5397060	Afrikaans_2.8	case	8
5397060	Afrikaans_2.8	fixed	10
5397060	Afrikaans_2.8	mark	12
5397060	Afrikaans_2.8	appos	14
5397060	Afrikaans_2.8	cc	16
5397060	Afrikaans_2.8	csubj	18
5397060	Afrikaans_2.8	HEAD	20
5397060	Afrikaans_2.8	compound	22
5397060	Afrikaans_2.8	nummod	24
5397060	Afrikaans_2.8	amod	26
5397060	Afrikaans_2.8	flat	28
5397060	Afrikaans_2.8	advmod	30
5397060	Afrikaans_2.8	det	32
5397060	Afrikaans_2.8	nmod	34
5397060	Afrikaans_2.8	punct	36
5397060	Afrikaans_2.8	xcomp	38
5397060	Afrikaans_2.8	obj	40
5397060	Afrikaans_2.8	obl	42
5397060	Afrikaans_2.8	dep	44
5397060	Afrikaans_2.8	iobj	46
5397060	Afrikaans_2.8	ccomp	48
5397060	Afrikaans_2.8	conj	50
7290067	Afrikaans_2.8	fixed	0
7290067	Afrikaans_2.8	nsubj	2
7290067	Afrikaans_2.8	aux	4
7290067	Afrikaans_2.8	punct	6
7290067	Afrikaans_2.8	cop	8
7290067	Afrikaans_2.8	case	10
7290067	Afrikaans_2.8	appos	12
7290067	Afrikaans_2.8	mark	14
7290067	Afrikaans_2.8	csubj	16
7290067	Afrikaans_2.8	cc	18
7290067	Afrikaans_2.8	HEAD	20
7290067	Afrikaans_2.8	nummod	22
7290067	Afrikaans_2.8	compound	24
7290067	Afrikaans_2.8	root	26
7290067	Afrikaans_2.8	amod	28
7290067	Afrikaans_2.8	flat	30
7290067	Afrikaans_2.8	advmod	32
7290067	Afrikaans_2.8	obj	34
7290067	Afrikaans_2.8	det	36
7290067	Afrikaans_2.8	obl	38
7290067	Afrikaans_2.8	nmod	40
7290067	Afrikaans_2.8	dep	42
7290067	Afrikaans_2.8	iobj	44
7290067	Afrikaans_2.8	ccomp	46
