Kiche_2.8	RANDOM	3678525	6.27326268572_5.78008489109	2.20153801509	OSV	AD_N
Romanian_2.8	RANDOM	8367687	8.00609274184_7.20192765008	3.9728570458	SVO	AND_
Turkish_2.8	RANDOM	5955162	9.18461322307_8.42277045709	2.30068717885	SVO	DA_N
Old_Church_Slavonic_2.8	RANDOM	2921231	7.14355858817_6.23103497335	2.47435822352	SVO	A_DN
Welsh_2.8	RANDOM	4685297	6.8932721418_6.4301151419	3.86255263908	SOV	AN_D
Korean_2.8	RANDOM	4607746	10.1703528661_9.85435339881	3.06294991915	OSV	NDA_
Belarusian_2.8	RANDOM	5183525	8.96501629969_8.24564385683	3.08814727406	SOV	NDA_
Swedish_2.8	RANDOM	9346278	7.69697931331_7.2042864883	3.46150049358	SVO	AD_N
English_2.8	RANDOM	5257939	7.39497270518_6.72004617137	3.74528799726	OSV	DNA_
Vietnamese_2.8	RANDOM	9873595	7.14693337176_6.77611010147	3.31632801372	SOV	NDA_
Maltese_2.8	RANDOM	6168038	7.32924122663_6.80998807447	3.33625097032	SVO	DAN_
Japanese-GSD_2.8	RANDOM	1915144	7.18612292904_6.47575743953	3.61203936965	SOV	DAN_
Western_Armenian_2.8	RANDOM	7348874	8.14694790414_7.96415716738	3.13294002678	SVO	AND_
Scottish_Gaelic_2.8	RANDOM	5056608	6.42959187247_5.72131989173	3.92513168968	SVO	DAN_
Italian_2.8	RANDOM	8386112	7.37224976657_6.56892533012	4.32108421931	SVO	DA_N
Thai_2.8	RANDOM	5332284	6.99135476575_6.58951525372	3.5493111639	OSV	AND_
Armenian_2.8	RANDOM	8422942	8.38778667396_8.09441576349	3.5661218053	SVO	NAD_
Uyghur_2.8	RANDOM	6728126	8.51360741593_8.34757876463	2.7329741677	OSV	ADN_
Amharic_2.8	RANDOM	612639	5.72899089684_5.19096475853	2.31591024987	OSV	NA_D
Slovak_2.8	RANDOM	7075815	8.38707949151_7.98683379703	2.7710278538	SVO	NDA_
Portuguese_2.8	RANDOM	6212044	7.18828702825_6.47836189978	3.80495589858	SOV	NA_D
Mbya_Guarani_2.8	RANDOM	7938699	1.67886952047_1.18157240073	2.45238822691	SVO	NA_D
Uyghur_2.8	RANDOM	3604096	8.51360741593_8.35134019117	2.51519546899	SVO	ADN_
Hindi_2.8	RANDOM	9317298	7.1887846971_6.17346919787	3.46434809844	SVO	AN_D
Coptic_2.8	RANDOM	1111116	5.55989604046_4.75035103819	4.80510648042	OSV	AD_N
Latvian_2.8	RANDOM	975861	8.96262163073_8.5474527078	2.91144767858	OSV	NDA_
Ukrainian_2.8	RANDOM	6409819	9.00488465796_8.72094479906	3.92119807646	SOV	ADN_
Galician_2.8	RANDOM	3293545	6.9042382318_6.39221514998	3.60275502087	SVO	AND_
Swedish_2.8	RANDOM	9349058	7.69697931331_7.18721673893	3.30905290053	OSV	AND_
Ukrainian_2.8	RANDOM	5493656	9.00488465796_8.71788803292	3.39954740301	OSV	ADN_
Bulgarian_2.8	RANDOM	882710	8.09323744463_7.47329628828	3.00945889893	SOV	NDA_
Indonesian_2.8	RANDOM	5315807	8.12437959059_7.63659539878	3.33372532979	OSV	DNA_
German-GSD_2.8	RANDOM	9506613	8.14641456042_7.60121666818	3.11750165489	OSV	ADN_
Armenian_2.8	RANDOM	6346520	8.38778667396_8.06285071322	3.74459936419	SOV	DNA_
Polish_2.8	RANDOM	3791497	8.71978086187_8.06302313798	2.73570433667	OSV	NA_D
Upper_Sorbian_2.8	RANDOM	7442487	7.7165899812_7.45605170379	3.08617657404	SOV	A_ND
Irish_2.8	RANDOM	5030861	7.36585182827_6.69371637727	3.32742536484	SVO	AD_N
Uyghur_2.8	RANDOM	5203005	8.51360741593_8.3175205823	2.4885688631	SVO	A_DN
Welsh_2.8	RANDOM	766131	6.8932721418_6.3670222348	3.43114966913	SVO	NDA_
Komi_Zyrian_2.8	RANDOM	6824041	8.00842326657_7.91279503859	2.6721021878	SVO	NDA_
Danish_2.8	RANDOM	7061793	7.5946802527_7.19074188915	3.6147259642	SOV	A_DN
Sanskrit_2.8	RANDOM	7346382	7.88649342905_7.31760834741	2.46324068791	OSV	NDA_
Danish_2.8	RANDOM	8882721	7.5946802527_7.17933898995	4.14443009165	OSV	A_DN
Belarusian_2.8	RANDOM	1291972	8.96501629969_8.22321205627	2.7256827757	SVO	AND_
Spanish_2.8	RANDOM	8387594	7.34145194481_6.69141333469	4.96573939421	SVO	A_ND
Old_French_2.8	RANDOM	5964614	7.05139088845_6.27999051868	2.98205302426	SVO	AND_
Portuguese_2.8	RANDOM	1673237	7.18828702825_6.46916163912	3.4577792967	SVO	AND_
Vietnamese_2.8	RANDOM	6918112	7.14693337176_6.7332767695	3.02747013168	SVO	A_DN
Old_French_2.8	RANDOM	6729081	7.05139088845_6.20738338092	3.14064888738	SOV	DAN_
Akkadian_2.8	RANDOM	5029780	6.68098628559_4.64873608921	3.49769486895	SVO	AD_N
Classical_Chinese_2.8	RANDOM	8989711	6.64604347414_5.62609887417	1.8767424867	SOV	NA_D
Upper_Sorbian_2.8	RANDOM	1207986	7.7165899812_7.43295115482	2.45187009028	SVO	NA_D
Slovak_2.8	RANDOM	444442	8.38707949151_7.94123905726	2.52994251143	OSV	ADN_
Hindi_2.8	RANDOM	4463763	7.1887846971_6.17119746417	4.12698317091	SOV	A_ND
Japanese-GSD_2.8	RANDOM	6803557	7.18612292904_6.53644304146	3.81908478184	SVO	NAD_
North_Sami_2.8	RANDOM	2991352	7.75880167611_7.42687799982	2.48958120531	OSV	NAD_
Komi_Zyrian_2.8	RANDOM	8590738	8.00842326657_7.92739318742	2.49531186302	SVO	AN_D
Persian_2.8	RANDOM	4239131	7.66512142702_7.00037578007	3.83929693522	SOV	A_DN
Romanian_2.8	RANDOM	3268097	8.00609274184_7.16986283805	3.4981499676	SOV	DNA_
Gothic_2.8	RANDOM	3766292	7.08260227555_6.36439948336	3.19315109643	SOV	AN_D
Italian_2.8	RANDOM	1644297	7.37224976657_6.50506791307	5.1604194637	OSV	AN_D
Arabic_2.8	RANDOM	7618112	3.18569802223_2.49076869548	5.42386465119	SVO	NAD_
Wolof_2.8	RANDOM	2843229	6.67615833577_6.14518425939	3.58981320591	SVO	A_DN
Amharic_2.8	RANDOM	9635168	5.72899089684_5.24456847633	2.94148393677	SOV	DNA_
Arabic_2.8	RANDOM	6092542	3.18569802223_2.50803151646	4.61437977166	SOV	AND_
Old_Church_Slavonic_2.8	RANDOM	1846142	7.14355858817_6.15704729981	2.91929721816	SOV	AND_
Upper_Sorbian_2.8	RANDOM	6452352	7.7165899812_7.44344893906	3.25571579318	OSV	NA_D
Estonian_2.8	RANDOM	1508037	9.16136152662_8.70461775354	3.14483590135	OSV	A_DN
Latvian_2.8	RANDOM	284676	8.96262163073_8.60851856916	3.06152711866	SVO	AN_D
Afrikaans_2.8	RANDOM	643950	6.67569446775_6.0760859299	5.15172671446	OSV	AD_N
Croatian_2.8	RANDOM	209797	8.48054534126_8.00069321257	3.22435241888	SVO	NA_D
Finnish_2.8	RANDOM	6572949	9.34993648095_8.92922817351	2.79062805959	OSV	AN_D
Uyghur_2.8	RANDOM	7851480	8.51360741593_8.345056112	2.62961044343	SVO	AN_D
Mbya_Guarani_2.8	RANDOM	840432	1.67886952047_1.18004247538	2.33730522456	SVO	NDA_
Basque_2.8	RANDOM	3153454	8.45484310813_8.05465839409	3.11880520385	SOV	DA_N
Greek_2.8	RANDOM	3547150	7.52098232728_6.95479490253	4.20682771378	SVO	DNA_
Lithuanian_2.8	RANDOM	373243	8.72058336465_8.21459006868	3.41355266132	OSV	A_ND
Icelandic_2.8	RANDOM	8672953	7.58745292127_6.79757302949	3.23339774613	SVO	NAD_
Kazakh_2.8	RANDOM	9468385	8.14772049101_7.96299488322	2.54400977995	SOV	NAD_
Catalan_2.8	RANDOM	912954	6.9424317159_5.98045729961	4.06852287488	OSV	ADN_
Korean_2.8	RANDOM	7816407	10.1703528661_9.84863461746	2.67835348971	SOV	AND_
Portuguese_2.8	RANDOM	6345617	7.18828702825_6.58967104136	4.09752732474	SVO	AND_
Russian_2.8	RANDOM	4862641	9.245975441_8.4877690587	3.13793606759	SVO	DAN_
Coptic_2.8	RANDOM	3420770	5.55989604046_4.69599269002	3.4452255553	SVO	NDA_
Manx_2.8	RANDOM	7662542	5.78963371805_4.93042848399	3.05341922051	SOV	NAD_
Wolof_2.8	RANDOM	6561960	6.67615833577_6.09077335424	4.54433644657	SOV	AD_N
Latvian_2.8	RANDOM	1446008	8.96262163073_8.57647901715	3.32851327636	SOV	ADN_
Old_French_2.8	RANDOM	3586703	7.05139088845_6.25815921575	3.30081274255	OSV	DA_N
Old_Church_Slavonic_2.8	RANDOM	5280085	7.14355858817_6.24366760905	2.77959980478	OSV	DAN_
Turkish_2.8	RANDOM	2355937	9.18461322307_8.41240359224	2.38715361281	OSV	ADN_
Hungarian_2.8	RANDOM	1122199	8.24699378298_8.04120673951	3.69458242556	SOV	DNA_
Akkadian_2.8	RANDOM	9182055	6.68098628559_4.65294783622	3.92401605054	SVO	DNA_
Faroese_2.8	RANDOM	8947589	6.70440047675_5.97254914986	3.05273781843	SOV	NDA_
Indonesian_2.8	RANDOM	9907927	8.12437959059_7.67341279962	3.65837874162	SOV	DAN_
Urdu_2.8	RANDOM	3950818	7.13773334847_6.1286874436	3.85283285444	OSV	ADN_
Western_Armenian_2.8	RANDOM	7239411	8.14694790414_7.98856622599	3.85196713598	SVO	NDA_
Akkadian_2.8	RANDOM	1538018	6.68098628559_4.63032809178	4.4033125587	OSV	DA_N
Old_French_2.8	RANDOM	1591651	7.05139088845_6.28996301968	3.22625472031	SVO	DA_N
Manx_2.8	RANDOM	7997644	5.78963371805_4.94800303516	2.02283818075	SOV	ADN_
Hebrew_2.8	RANDOM	9901505	7.14094557019_6.54127035919	4.32787986795	SOV	AD_N
Classical_Chinese_2.8	RANDOM	661913	6.64604347414_5.72524665495	1.83872161433	SVO	NDA_
Spanish_2.8	RANDOM	5099720	7.34145194481_6.55170085281	3.67296652432	SVO	NAD_
Hungarian_2.8	RANDOM	3834401	8.24699378298_8.06014429833	3.95433551198	SVO	ADN_
Ancient_Greek_2.8	RANDOM	6723634	8.43111781796_7.64031815275	3.17191711194	SVO	NA_D
Wolof_2.8	RANDOM	5776467	6.67615833577_6.080062361	4.22458731538	OSV	AD_N
Komi_Zyrian_2.8	RANDOM	316292	8.00842326657_7.92864650141	2.63310232369	SVO	DAN_
Danish_2.8	RANDOM	1984465	7.5946802527_7.19832068937	4.53277972566	SOV	DAN_
Danish_2.8	RANDOM	6415458	7.5946802527_7.18385065471	3.90158085748	OSV	ADN_
Croatian_2.8	RANDOM	9121689	8.48054534126_7.84215991007	2.55370742447	OSV	DNA_
Arabic_2.8	RANDOM	3275371	3.18569802223_2.51821823421	4.79666487182	SVO	A_ND
Norwegian_2.8	RANDOM	1156637	7.69579638452_6.88961191074	3.16036714383	SOV	AND_
Japanese-GSD_2.8	RANDOM	2085027	7.18612292904_6.46602054938	3.37345254057	SVO	DNA_
Russian_2.8	RANDOM	5303777	9.245975441_8.4906857026	3.08759561785	SVO	A_DN
Chinese_2.8	RANDOM	5811875	8.1048766083_7.57600824275	3.71273282055	OSV	AD_N
Gothic_2.8	RANDOM	9767141	7.08260227555_6.4055802749	2.54588965655	OSV	A_ND
Uyghur_2.8	RANDOM	6553103	8.51360741593_8.29675934245	2.47316618317	SOV	NA_D
Croatian_2.8	RANDOM	1281234	8.48054534126_7.9281462041	3.3728900225	SOV	A_ND
Hindi_2.8	RANDOM	8452228	7.1887846971_6.08799284444	2.97715363024	OSV	NA_D
Cantonese_2.8	RANDOM	4180586	5.92291226847_5.45155620969	2.83937162494	SVO	NA_D
Vietnamese_2.8	RANDOM	9584756	7.14693337176_6.70486980366	2.92099066888	SOV	AND_
Manx_2.8	RANDOM	5174918	5.78963371805_4.97004972798	2.03285835123	SVO	AD_N
Bambara_2.8	RANDOM	8630666	5.33384781381_4.51690239957	2.92423264817	SOV	ADN_
Lithuanian_2.8	RANDOM	1763710	8.72058336465_8.20144518518	3.82653149942	SOV	DA_N
Amharic_2.8	RANDOM	3943617	5.72899089684_5.25212272167	2.39966853646	SVO	DAN_
Icelandic_2.8	RANDOM	984198	7.58745292127_6.85573035097	4.09394828708	SVO	DNA_
Indonesian_2.8	RANDOM	6309853	8.12437959059_7.66807271612	3.37838370853	OSV	DNA_
Mbya_Guarani_2.8	RANDOM	1918047	1.67886952047_1.15418379759	2.28760566249	SVO	NA_D
Chinese_2.8	RANDOM	8569116	8.1048766083_7.57391545747	3.43922032929	SOV	DNA_
Old_East_Slavic_2.8	RANDOM	4079455	8.31255790664_7.58140975097	3.14111499363	SVO	ADN_
Bulgarian_2.8	RANDOM	8253087	8.09323744463_7.52588551535	3.02998706823	SVO	NAD_
Vietnamese_2.8	RANDOM	8458912	7.14693337176_6.76870512781	2.69247986977	OSV	AN_D
Breton_2.8	RANDOM	4916710	6.6744745936_6.13257407427	3.38961687258	SOV	NDA_
Sanskrit_2.8	RANDOM	6822911	7.88649342905_7.22103767467	2.570339881	SVO	ADN_
Chinese_2.8	RANDOM	1073063	8.1048766083_7.61301266018	3.08489606509	SVO	DNA_
Cantonese_2.8	RANDOM	8306336	5.92291226847_5.5076280978	3.41011291114	OSV	AND_
Breton_2.8	RANDOM	7196969	6.6744745936_6.20146176276	2.76900037439	SOV	NA_D
Kurmanji_2.8	RANDOM	1831070	6.86169993023_6.49877850635	2.41375957214	SOV	NA_D
Basque_2.8	RANDOM	6305045	8.45484310813_8.01319194917	2.55395292172	SOV	A_DN
Old_Church_Slavonic_2.8	RANDOM	1679068	7.14355858817_6.27001869153	2.81790141532	SOV	A_DN
Uyghur_2.8	RANDOM	6984384	8.51360741593_8.33817890892	2.58423124741	SVO	DNA_
German-GSD_2.8	RANDOM	4258861	8.14641456042_7.6691408307	3.85934658924	OSV	A_DN
Spanish_2.8	RANDOM	394491	7.34145194481_6.59192882124	4.18687907926	SOV	A_ND
Indonesian_2.8	RANDOM	5271318	8.12437959059_7.68046694866	3.2697325172	SVO	NDA_
English_2.8	RANDOM	4426448	7.39497270518_6.64985563876	2.92560180828	SOV	AN_D
Old_Church_Slavonic_2.8	RANDOM	6030920	7.14355858817_6.26611979364	2.7145534407	OSV	NAD_
Italian_2.8	RANDOM	5521612	7.37224976657_6.54059993531	4.16979135673	SVO	AN_D
Ancient_Greek_2.8	RANDOM	9125775	8.43111781796_7.6502052497	3.52528274292	SOV	A_ND
Slovak_2.8	RANDOM	584828	8.38707949151_7.92212356087	2.54213427969	SOV	AN_D
Buryat_2.8	RANDOM	5380924	8.12523578009_7.97553614003	2.99419703104	SOV	NAD_
Korean_2.8	RANDOM	6992413	10.1703528661_9.85577309162	2.6578759386	OSV	NDA_
Thai_2.8	RANDOM	3396710	6.99135476575_6.65268210742	3.45315914489	OSV	AD_N
Spanish_2.8	RANDOM	4935288	7.34145194481_6.63666662928	3.8694601212	OSV	A_ND
Polish_2.8	RANDOM	8966508	8.71978086187_8.05258566856	2.8298878461	SOV	NDA_
Dutch_2.8	RANDOM	8221389	7.57654997276_6.83480114076	3.10679978913	SOV	AD_N
Vietnamese_2.8	RANDOM	4191368	7.14693337176_6.76781550357	2.78093660068	SOV	AD_N
Western_Armenian_2.8	RANDOM	7004600	8.14694790414_7.96093453754	3.1820912809	SVO	ADN_
French_2.8	RANDOM	8480767	7.30424825811_6.42955161975	4.5048779703	SVO	A_ND
Afrikaans_2.8	RANDOM	4976809	6.67569446775_6.0447019158	3.76477455811	SVO	DA_N
Manx_2.8	RANDOM	835660	5.78963371805_4.91054792624	2.44238401978	SOV	AND_
Mbya_Guarani_2.8	RANDOM	8642150	1.67886952047_1.19373035193	2.74987269579	SOV	DAN_
Hebrew_2.8	RANDOM	2435126	7.14094557019_6.52168378005	3.67528995881	SVO	AN_D
Croatian_2.8	RANDOM	9876706	8.48054534126_7.96938351533	3.64678705921	OSV	NAD_
Akkadian_2.8	RANDOM	8980158	6.68098628559_4.58058556265	3.53163152053	SOV	A_DN
Spanish_2.8	RANDOM	4289152	7.34145194481_6.5790772217	4.60620128872	SOV	AN_D
Sanskrit_2.8	RANDOM	6555131	7.88649342905_7.36646359949	2.50945472329	SVO	A_ND
Finnish_2.8	RANDOM	1884062	9.34993648095_8.90646002841	3.27145682835	SOV	AN_D
Naija_2.8	RANDOM	7180524	5.65820563244_4.63027816976	4.76569895986	SVO	NA_D
Old_Church_Slavonic_2.8	RANDOM	2705109	7.14355858817_6.27892912444	2.61842850171	OSV	A_ND
Buryat_2.8	RANDOM	367436	8.12523578009_7.96184525134	2.57800269906	OSV	A_DN
Erzya_2.8	RANDOM	224092	8.19304814923_8.07268028664	2.29696169089	SVO	DNA_
Vietnamese_2.8	RANDOM	165675	7.14693337176_6.79109467581	3.17112874626	SVO	NDA_
Upper_Sorbian_2.8	RANDOM	4990341	7.7165899812_7.42763351532	3.01371790362	SOV	AN_D
