Coptic_2.8	RANDOM	1497547	5.55989604046_4.81740632119	4.47737577284
Latin_2.8	RANDOM	538591	8.13805400927_7.58516635948	3.03255388541
Catalan_2.8	RANDOM	5073818	6.9424317159_6.26000715053	4.97899804208
Western_Armenian_2.8	RANDOM	7548350	8.14694790414_7.96386695228	3.75833363495
Dutch_2.8	RANDOM	5674542	7.57654997276_6.98178474007	2.80653378566
Wolof_2.8	RANDOM	379530	6.67615833577_6.15140052728	4.41844048653
Breton_2.8	RANDOM	501677	6.6744745936_6.17152126279	2.70086110071
Basque_2.8	RANDOM	618225	8.45484310813_7.99932457643	2.63209763738
Wolof_2.8	RANDOM	7136407	6.67615833577_6.08804881038	3.59032906169
Chinese_2.8	RANDOM	2511944	8.1048766083_7.61282316373	3.34092715021
Slovenian_2.8	RANDOM	2803297	8.26033644521_7.85840650975	3.63651808339
Mbya_Guarani_2.8	RANDOM	3297464	1.67886952047_1.1463260529	2.23841531724
Ukrainian_2.8	RANDOM	5918559	9.00488465796_8.69714579099	3.3631002894
Sanskrit_2.8	RANDOM	2547687	7.88649342905_7.28170002011	2.48915967071
Indonesian_2.8	RANDOM	2957216	8.12437959059_7.72341719804	3.63501964852
Erzya_2.8	RANDOM	5925072	8.19304814923_8.04670116324	2.43698811096
Uyghur_2.8	RANDOM	8197227	8.51360741593_8.33276017862	2.76046415251
French_2.8	RANDOM	7204243	7.30424825811_6.52863748935	4.68173773864
Faroese_2.8	RANDOM	8786125	6.70440047675_6.01979421225	4.49541354728
Sanskrit_2.8	RANDOM	4827323	7.88649342905_7.27564410741	2.26925584807
Spanish_2.8	RANDOM	1582312	7.34145194481_6.79098531397	4.29781306428
Spanish_2.8	RANDOM	4718378	7.34145194481_6.71459942401	4.21434235867
French_2.8	RANDOM	8424451	7.30424825811_6.66413988132	5.22979033914
Turkish_2.8	RANDOM	9681246	9.23123992342_8.49384731852	2.26968490416
Galician_2.8	RANDOM	492604	6.9042382318_6.59021659405	4.64424781231
Japanese_2.8	RANDOM	4587318	1.94946117468_1.406200845	4.46918941406
Urdu_2.8	RANDOM	3070434	7.13773334847_6.19244604402	4.98587938342
Thai_2.8	RANDOM	923414	6.99135476575_6.65526973609	4.05757719715
Persian_2.8	RANDOM	1399389	7.66512142702_7.00370350846	3.62328821989
Portuguese_2.8	RANDOM	5124501	7.18828702825_6.50465289338	3.27412498602
Italian_2.8	RANDOM	1751	7.37224976657_6.62739562904	3.96740810624
Chinese_2.8	RANDOM	8261123	8.1048766083_7.63394012263	4.18321308245
Manx_2.8	RANDOM	2446752	5.78963371805_5.04361145846	2.24119981782
Irish_2.8	RANDOM	8009703	7.36585182827_6.72885073318	3.65904826274
Irish_2.8	RANDOM	318527	7.36585182827_6.71604421894	3.40781879463
Vietnamese_2.8	RANDOM	6220734	7.14693337176_6.78584278598	3.24851021773
Akkadian_2.8	RANDOM	4089894	6.68098628559_4.70808314137	3.86852215487
Hungarian_2.8	RANDOM	6069868	8.24699378298_8.06297936784	3.96586782861
