idForProcess	language	dependency	weight
7399857	Afrikaans_2.8	ccomp	0
7399857	Afrikaans_2.8	conj	2
7399857	Afrikaans_2.8	dep	4
7399857	Afrikaans_2.8	obl	6
7399857	Afrikaans_2.8	csubj	8
7399857	Afrikaans_2.8	xcomp	10
7399857	Afrikaans_2.8	cc	12
7399857	Afrikaans_2.8	iobj	14
7399857	Afrikaans_2.8	advmod	16
7399857	Afrikaans_2.8	root	18
7399857	Afrikaans_2.8	amod	20
7399857	Afrikaans_2.8	obj	22
7399857	Afrikaans_2.8	fixed	24
7399857	Afrikaans_2.8	nmod	26
7399857	Afrikaans_2.8	nummod	28
7399857	Afrikaans_2.8	compound	30
7399857	Afrikaans_2.8	HEAD	32
7399857	Afrikaans_2.8	mark	34
7399857	Afrikaans_2.8	appos	36
7399857	Afrikaans_2.8	flat	38
7399857	Afrikaans_2.8	det	40
7399857	Afrikaans_2.8	case	42
7399857	Afrikaans_2.8	aux	44
7399857	Afrikaans_2.8	cop	46
7399857	Afrikaans_2.8	punct	48
7399857	Afrikaans_2.8	nsubj	50
2968618	Afrikaans_2.8	fixed	0
2968618	Afrikaans_2.8	nsubj	2
2968618	Afrikaans_2.8	cop	4
2968618	Afrikaans_2.8	advmod	6
2968618	Afrikaans_2.8	aux	8
2968618	Afrikaans_2.8	case	10
2968618	Afrikaans_2.8	appos	12
2968618	Afrikaans_2.8	mark	14
2968618	Afrikaans_2.8	cc	16
2968618	Afrikaans_2.8	csubj	18
2968618	Afrikaans_2.8	HEAD	20
2968618	Afrikaans_2.8	compound	22
2968618	Afrikaans_2.8	obj	24
2968618	Afrikaans_2.8	nummod	26
2968618	Afrikaans_2.8	amod	28
2968618	Afrikaans_2.8	dep	30
2968618	Afrikaans_2.8	punct	32
2968618	Afrikaans_2.8	flat	34
2968618	Afrikaans_2.8	det	36
2968618	Afrikaans_2.8	nmod	38
2968618	Afrikaans_2.8	iobj	40
2968618	Afrikaans_2.8	obl	42
2968618	Afrikaans_2.8	root	44
2968618	Afrikaans_2.8	ccomp	46
2968618	Afrikaans_2.8	conj	48
2968618	Afrikaans_2.8	xcomp	50
3139909	Afrikaans_2.8	nsubj	0
3139909	Afrikaans_2.8	cop	2
3139909	Afrikaans_2.8	aux	4
3139909	Afrikaans_2.8	case	6
3139909	Afrikaans_2.8	csubj	8
3139909	Afrikaans_2.8	mark	10
3139909	Afrikaans_2.8	appos	12
3139909	Afrikaans_2.8	fixed	14
3139909	Afrikaans_2.8	cc	16
3139909	Afrikaans_2.8	HEAD	18
3139909	Afrikaans_2.8	nummod	20
3139909	Afrikaans_2.8	compound	22
3139909	Afrikaans_2.8	amod	24
3139909	Afrikaans_2.8	advmod	26
3139909	Afrikaans_2.8	flat	28
3139909	Afrikaans_2.8	root	30
3139909	Afrikaans_2.8	punct	32
3139909	Afrikaans_2.8	obj	34
3139909	Afrikaans_2.8	det	36
3139909	Afrikaans_2.8	iobj	38
3139909	Afrikaans_2.8	obl	40
3139909	Afrikaans_2.8	nmod	42
3139909	Afrikaans_2.8	dep	44
3139909	Afrikaans_2.8	ccomp	46
3139909	Afrikaans_2.8	conj	48
3139909	Afrikaans_2.8	xcomp	50
7262333	Afrikaans_2.8	ccomp	0
7262333	Afrikaans_2.8	xcomp	2
7262333	Afrikaans_2.8	root	4
7262333	Afrikaans_2.8	conj	6
7262333	Afrikaans_2.8	dep	8
7262333	Afrikaans_2.8	obl	10
7262333	Afrikaans_2.8	iobj	12
7262333	Afrikaans_2.8	obj	14
7262333	Afrikaans_2.8	nmod	16
7262333	Afrikaans_2.8	det	18
7262333	Afrikaans_2.8	advmod	20
7262333	Afrikaans_2.8	amod	22
7262333	Afrikaans_2.8	compound	24
7262333	Afrikaans_2.8	nummod	26
7262333	Afrikaans_2.8	HEAD	28
7262333	Afrikaans_2.8	appos	30
7262333	Afrikaans_2.8	cc	32
7262333	Afrikaans_2.8	mark	34
7262333	Afrikaans_2.8	flat	36
7262333	Afrikaans_2.8	csubj	38
7262333	Afrikaans_2.8	case	40
7262333	Afrikaans_2.8	cop	42
7262333	Afrikaans_2.8	punct	44
7262333	Afrikaans_2.8	aux	46
7262333	Afrikaans_2.8	nsubj	48
7262333	Afrikaans_2.8	fixed	50
2600376	Afrikaans_2.8	csubj	0
2600376	Afrikaans_2.8	advmod	2
2600376	Afrikaans_2.8	cop	4
2600376	Afrikaans_2.8	amod	6
2600376	Afrikaans_2.8	aux	8
2600376	Afrikaans_2.8	appos	10
2600376	Afrikaans_2.8	compound	12
2600376	Afrikaans_2.8	HEAD	14
2600376	Afrikaans_2.8	nummod	16
2600376	Afrikaans_2.8	det	18
2600376	Afrikaans_2.8	fixed	20
2600376	Afrikaans_2.8	mark	22
2600376	Afrikaans_2.8	case	24
2600376	Afrikaans_2.8	root	26
2600376	Afrikaans_2.8	flat	28
2600376	Afrikaans_2.8	punct	30
2600376	Afrikaans_2.8	cc	32
2600376	Afrikaans_2.8	nsubj	34
2600376	Afrikaans_2.8	nmod	36
2600376	Afrikaans_2.8	obj	38
2600376	Afrikaans_2.8	obl	40
2600376	Afrikaans_2.8	xcomp	42
2600376	Afrikaans_2.8	dep	44
2600376	Afrikaans_2.8	conj	46
2600376	Afrikaans_2.8	iobj	48
2600376	Afrikaans_2.8	ccomp	50
1598724	Afrikaans_2.8	conj	0
1598724	Afrikaans_2.8	iobj	2
1598724	Afrikaans_2.8	obl	4
1598724	Afrikaans_2.8	ccomp	6
1598724	Afrikaans_2.8	csubj	8
1598724	Afrikaans_2.8	root	10
1598724	Afrikaans_2.8	dep	12
1598724	Afrikaans_2.8	xcomp	14
1598724	Afrikaans_2.8	obj	16
1598724	Afrikaans_2.8	nmod	18
1598724	Afrikaans_2.8	advmod	20
1598724	Afrikaans_2.8	case	22
1598724	Afrikaans_2.8	punct	24
1598724	Afrikaans_2.8	det	26
1598724	Afrikaans_2.8	nummod	28
1598724	Afrikaans_2.8	mark	30
1598724	Afrikaans_2.8	appos	32
1598724	Afrikaans_2.8	HEAD	34
1598724	Afrikaans_2.8	fixed	36
1598724	Afrikaans_2.8	aux	38
1598724	Afrikaans_2.8	compound	40
1598724	Afrikaans_2.8	cc	42
1598724	Afrikaans_2.8	cop	44
1598724	Afrikaans_2.8	nsubj	46
1598724	Afrikaans_2.8	flat	48
1598724	Afrikaans_2.8	amod	50
4718054	Afrikaans_2.8	nsubj	0
4718054	Afrikaans_2.8	fixed	2
4718054	Afrikaans_2.8	cop	4
4718054	Afrikaans_2.8	case	6
4718054	Afrikaans_2.8	det	8
4718054	Afrikaans_2.8	nummod	10
4718054	Afrikaans_2.8	mark	12
4718054	Afrikaans_2.8	appos	14
4718054	Afrikaans_2.8	cc	16
4718054	Afrikaans_2.8	aux	18
4718054	Afrikaans_2.8	HEAD	20
4718054	Afrikaans_2.8	compound	22
4718054	Afrikaans_2.8	flat	24
4718054	Afrikaans_2.8	obj	26
4718054	Afrikaans_2.8	nmod	28
4718054	Afrikaans_2.8	amod	30
4718054	Afrikaans_2.8	root	32
4718054	Afrikaans_2.8	advmod	34
4718054	Afrikaans_2.8	obl	36
4718054	Afrikaans_2.8	iobj	38
4718054	Afrikaans_2.8	ccomp	40
4718054	Afrikaans_2.8	csubj	42
4718054	Afrikaans_2.8	xcomp	44
4718054	Afrikaans_2.8	punct	46
4718054	Afrikaans_2.8	conj	48
4718054	Afrikaans_2.8	dep	50
9825234	Afrikaans_2.8	ccomp	0
9825234	Afrikaans_2.8	conj	2
9825234	Afrikaans_2.8	fixed	4
9825234	Afrikaans_2.8	punct	6
9825234	Afrikaans_2.8	dep	8
9825234	Afrikaans_2.8	obl	10
9825234	Afrikaans_2.8	xcomp	12
9825234	Afrikaans_2.8	csubj	14
9825234	Afrikaans_2.8	cc	16
9825234	Afrikaans_2.8	iobj	18
9825234	Afrikaans_2.8	advmod	20
9825234	Afrikaans_2.8	amod	22
9825234	Afrikaans_2.8	obj	24
9825234	Afrikaans_2.8	nmod	26
9825234	Afrikaans_2.8	nummod	28
9825234	Afrikaans_2.8	compound	30
9825234	Afrikaans_2.8	HEAD	32
9825234	Afrikaans_2.8	mark	34
9825234	Afrikaans_2.8	appos	36
9825234	Afrikaans_2.8	flat	38
9825234	Afrikaans_2.8	det	40
9825234	Afrikaans_2.8	case	42
9825234	Afrikaans_2.8	root	44
9825234	Afrikaans_2.8	aux	46
9825234	Afrikaans_2.8	cop	48
9825234	Afrikaans_2.8	nsubj	50
7533560	Afrikaans_2.8	ccomp	0
7533560	Afrikaans_2.8	dep	2
7533560	Afrikaans_2.8	xcomp	4
7533560	Afrikaans_2.8	conj	6
7533560	Afrikaans_2.8	amod	8
7533560	Afrikaans_2.8	obl	10
7533560	Afrikaans_2.8	iobj	12
7533560	Afrikaans_2.8	root	14
7533560	Afrikaans_2.8	nmod	16
7533560	Afrikaans_2.8	advmod	18
7533560	Afrikaans_2.8	nummod	20
7533560	Afrikaans_2.8	obj	22
7533560	Afrikaans_2.8	compound	24
7533560	Afrikaans_2.8	punct	26
7533560	Afrikaans_2.8	HEAD	28
7533560	Afrikaans_2.8	aux	30
7533560	Afrikaans_2.8	cc	32
7533560	Afrikaans_2.8	appos	34
7533560	Afrikaans_2.8	det	36
7533560	Afrikaans_2.8	mark	38
7533560	Afrikaans_2.8	case	40
7533560	Afrikaans_2.8	flat	42
7533560	Afrikaans_2.8	nsubj	44
7533560	Afrikaans_2.8	csubj	46
7533560	Afrikaans_2.8	cop	48
7533560	Afrikaans_2.8	fixed	50
5395664	Afrikaans_2.8	nsubj	0
5395664	Afrikaans_2.8	cop	2
5395664	Afrikaans_2.8	advmod	4
5395664	Afrikaans_2.8	case	6
5395664	Afrikaans_2.8	fixed	8
5395664	Afrikaans_2.8	det	10
5395664	Afrikaans_2.8	nummod	12
5395664	Afrikaans_2.8	aux	14
5395664	Afrikaans_2.8	mark	16
5395664	Afrikaans_2.8	csubj	18
5395664	Afrikaans_2.8	root	20
5395664	Afrikaans_2.8	HEAD	22
5395664	Afrikaans_2.8	flat	24
5395664	Afrikaans_2.8	compound	26
5395664	Afrikaans_2.8	obj	28
5395664	Afrikaans_2.8	amod	30
5395664	Afrikaans_2.8	dep	32
5395664	Afrikaans_2.8	nmod	34
5395664	Afrikaans_2.8	iobj	36
5395664	Afrikaans_2.8	obl	38
5395664	Afrikaans_2.8	punct	40
5395664	Afrikaans_2.8	conj	42
5395664	Afrikaans_2.8	ccomp	44
5395664	Afrikaans_2.8	xcomp	46
5395664	Afrikaans_2.8	cc	48
5395664	Afrikaans_2.8	appos	50
1919560	Afrikaans_2.8	conj	0
1919560	Afrikaans_2.8	ccomp	2
1919560	Afrikaans_2.8	dep	4
1919560	Afrikaans_2.8	nmod	6
1919560	Afrikaans_2.8	xcomp	8
1919560	Afrikaans_2.8	obl	10
1919560	Afrikaans_2.8	root	12
1919560	Afrikaans_2.8	det	14
1919560	Afrikaans_2.8	iobj	16
1919560	Afrikaans_2.8	advmod	18
1919560	Afrikaans_2.8	amod	20
1919560	Afrikaans_2.8	obj	22
1919560	Afrikaans_2.8	nummod	24
1919560	Afrikaans_2.8	compound	26
1919560	Afrikaans_2.8	HEAD	28
1919560	Afrikaans_2.8	cc	30
1919560	Afrikaans_2.8	mark	32
1919560	Afrikaans_2.8	punct	34
1919560	Afrikaans_2.8	csubj	36
1919560	Afrikaans_2.8	fixed	38
1919560	Afrikaans_2.8	appos	40
1919560	Afrikaans_2.8	flat	42
1919560	Afrikaans_2.8	case	44
1919560	Afrikaans_2.8	cop	46
1919560	Afrikaans_2.8	aux	48
1919560	Afrikaans_2.8	nsubj	50
949388	Afrikaans_2.8	nsubj	0
949388	Afrikaans_2.8	aux	2
949388	Afrikaans_2.8	cop	4
949388	Afrikaans_2.8	fixed	6
949388	Afrikaans_2.8	case	8
949388	Afrikaans_2.8	appos	10
949388	Afrikaans_2.8	mark	12
949388	Afrikaans_2.8	cc	14
949388	Afrikaans_2.8	csubj	16
949388	Afrikaans_2.8	HEAD	18
949388	Afrikaans_2.8	compound	20
949388	Afrikaans_2.8	nummod	22
949388	Afrikaans_2.8	obj	24
949388	Afrikaans_2.8	amod	26
949388	Afrikaans_2.8	root	28
949388	Afrikaans_2.8	advmod	30
949388	Afrikaans_2.8	flat	32
949388	Afrikaans_2.8	det	34
949388	Afrikaans_2.8	iobj	36
949388	Afrikaans_2.8	obl	38
949388	Afrikaans_2.8	ccomp	40
949388	Afrikaans_2.8	nmod	42
949388	Afrikaans_2.8	xcomp	44
949388	Afrikaans_2.8	punct	46
949388	Afrikaans_2.8	dep	48
949388	Afrikaans_2.8	conj	50
1155814	Akkadian_2.8	fixed	0
1155814	Akkadian_2.8	flat	2
1155814	Akkadian_2.8	obl	4
1155814	Akkadian_2.8	cop	6
1155814	Akkadian_2.8	case	8
1155814	Akkadian_2.8	xcomp	10
1155814	Akkadian_2.8	vocative	12
1155814	Akkadian_2.8	iobj	14
1155814	Akkadian_2.8	advmod	16
1155814	Akkadian_2.8	discourse	18
1155814	Akkadian_2.8	HEAD	20
1155814	Akkadian_2.8	dep	22
1155814	Akkadian_2.8	obj	24
1155814	Akkadian_2.8	compound	26
1155814	Akkadian_2.8	nmod	28
1155814	Akkadian_2.8	advcl	30
1155814	Akkadian_2.8	amod	32
1155814	Akkadian_2.8	det	34
1155814	Akkadian_2.8	nummod	36
1155814	Akkadian_2.8	mark	38
1155814	Akkadian_2.8	csubj	40
1155814	Akkadian_2.8	nsubj	42
1155814	Akkadian_2.8	list	44
1155814	Akkadian_2.8	parataxis	46
1155814	Akkadian_2.8	ccomp	48
1155814	Akkadian_2.8	conj	50
1155814	Akkadian_2.8	appos	52
1155814	Akkadian_2.8	cc	54
1155814	Akkadian_2.8	acl	56
1155814	Akkadian_2.8	root	58
2890885	Akkadian_2.8	dep	0
2890885	Akkadian_2.8	list	2
2890885	Akkadian_2.8	acl	4
2890885	Akkadian_2.8	appos	6
2890885	Akkadian_2.8	conj	8
2890885	Akkadian_2.8	ccomp	10
2890885	Akkadian_2.8	parataxis	12
2890885	Akkadian_2.8	advcl	14
2890885	Akkadian_2.8	csubj	16
2890885	Akkadian_2.8	advmod	18
2890885	Akkadian_2.8	obl	20
2890885	Akkadian_2.8	root	22
2890885	Akkadian_2.8	obj	24
2890885	Akkadian_2.8	discourse	26
2890885	Akkadian_2.8	nmod	28
2890885	Akkadian_2.8	det	30
2890885	Akkadian_2.8	compound	32
2890885	Akkadian_2.8	vocative	34
2890885	Akkadian_2.8	cc	36
2890885	Akkadian_2.8	amod	38
2890885	Akkadian_2.8	HEAD	40
