Arabic_2.8	REAL	REAL	3.18569802223_2.42140384713	2.52583372732
Welsh_2.8	REAL	REAL	6.8932721418_6.11388936562	1.99179938575
Maltese_2.8	REAL	REAL	7.32924122663_6.64537401744	2.13538906288
Slovak_2.8	REAL	REAL	8.38707949151_7.98607497954	1.89124314131
Hungarian_2.8	REAL	REAL	8.24699378298_7.99082911984	2.70614379085
Icelandic_2.8	REAL	REAL	7.58745292127_6.77887118191	2.6663016495
Lithuanian_2.8	REAL	REAL	8.72058336465_8.16849518955	2.45349423568
Portuguese_2.8	REAL	REAL	7.18828702825_6.34483181078	2.22686547642
Kurmanji_2.8	REAL	REAL	6.86169993023_6.49043387146	2.86216117661
Estonian_2.8	REAL	REAL	9.16136152662_8.703674735	2.32050871613
Akkadian_2.8	REAL	REAL	6.68098628559_4.46332193319	3.7124562452
Hindi_2.8	REAL	REAL	7.1887846971_5.70484699022	2.77361132862
Vietnamese_2.8	REAL	REAL	7.14693337176_6.63976588706	2.04438824453
Spanish_2.8	REAL	REAL	7.34145194481_6.34187028817	2.25390672866
Catalan_2.8	REAL	REAL	6.9424317159_5.73556216589	2.40492983608
Classical_Chinese_2.8	REAL	REAL	6.64604347414_5.56198714706	1.68711590347
Romanian_2.8	REAL	REAL	8.00609274184_6.90690735972	2.32913200033
Mbya_Guarani_2.8	REAL	REAL	1.67886952047_1.14176728849	2.21397290966
Old_Church_Slavonic_2.8	REAL	REAL	7.14355858817_6.29015500899	2.49702293802
Swedish_2.8	REAL	REAL	7.69697931331_7.10798902093	2.24691365194
Kiche_2.8	REAL	REAL	6.27326268572_5.69439789844	1.63871154962
Urdu_2.8	REAL	REAL	7.13773334847_5.70276518189	2.96505167241
Bambara_2.8	REAL	REAL	5.33384781381_4.33891601794	2.33293391096
Upper_Sorbian_2.8	REAL	REAL	7.7165899812_7.48528341324	2.57111032946
Bulgarian_2.8	REAL	REAL	8.09323744463_7.37813372719	2.00608362545
Wolof_2.8	REAL	REAL	6.67615833577_5.92541027237	2.35341550825
Polish_2.8	REAL	REAL	8.71978086187_8.0658512123	1.95670306726
Ukrainian_2.8	REAL	REAL	9.00488465796_8.63469164698	2.23899514764
Ancient_Greek_2.8	REAL	REAL	8.43111781796_7.57772753549	2.98941878083
Armenian_2.8	REAL	REAL	8.38778667396_8.0095965122	2.58830008261
Coptic_2.8	REAL	REAL	5.55989604046_4.44252856715	2.35869017632
Finnish_2.8	REAL	REAL	9.34993648095_8.89170417447	2.10480008468
Belarusian_2.8	REAL	REAL	8.96501629969_8.04129609374	2.00199213019
Hebrew_2.8	REAL	REAL	7.14094557019_6.40077117775	2.2583189693
Korean_2.8	REAL	REAL	10.1703528661_9.58968583782	2.51153454272
Old_East_Slavic_2.8	REAL	REAL	8.31255790664_7.59296817273	2.59961188938
Scottish_Gaelic_2.8	REAL	REAL	6.42959187247_5.45331815588	2.19624099991
Serbian_2.8	REAL	REAL	8.06528273959_7.37506973897	2.24133074728
Italian_2.8	REAL	REAL	7.37224976657_6.19682213658	2.31922348416
Latin_2.8	REAL	REAL	8.13805400927_7.58530815827	2.90373838149
Galician_2.8	REAL	REAL	6.9042382318_6.2421390249	2.42855647514
Slovenian_2.8	REAL	REAL	8.26033644521_7.82631987164	2.34752937111
North_Sami_2.8	REAL	REAL	7.75880167611_7.43437299032	2.04616956078
Danish_2.8	REAL	REAL	7.5946802527_7.11884667664	2.33763917082
Indonesian_2.8	REAL	REAL	8.12437959059_7.50091288778	2.19121148817
Croatian_2.8	REAL	REAL	8.48054534126_7.89221458925	2.3180817402
Old_French_2.8	REAL	REAL	7.05139088845_6.15895054727	2.26025401471
Basque_2.8	REAL	REAL	8.45484310813_7.97056721267	2.16598137754
Afrikaans_2.8	REAL	REAL	6.67569446775_5.98203158196	3.10031055175
Japanese-GSD_2.8	REAL	REAL	7.18612292904_6.19873077332	2.47321144053
Turkish_2.8	REAL	REAL	9.18461322307_8.18535700868	2.13689050379
Sanskrit_2.8	REAL	REAL	7.88649342905_7.24537703078	2.37814817834
Naija_2.8	REAL	REAL	5.65820563244_4.36462531735	3.57165107851
Amharic_2.8	REAL	REAL	5.72899089684_4.98641982014	2.04895461499
Western_Armenian_2.8	REAL	REAL	8.14694790414_7.88632654407	2.57649571103
Erzya_2.8	REAL	REAL	8.19304814923_7.99443427661	2.04359313078
Manx_2.8	REAL	REAL	5.78963371805_4.85558546825	1.83961220639
Latvian_2.8	REAL	REAL	8.96262163073_8.55772747323	2.23321633662
Buryat_2.8	REAL	REAL	8.12523578009_7.84578105178	2.19446693657
Chinese_2.8	REAL	REAL	8.1048766083_7.49049449078	3.16515955756
German-GSD_2.8	REAL	REAL	8.14641456042_7.58921834751	2.89828477581
Persian_2.8	REAL	REAL	7.66512142702_6.79992917537	3.13401059866
Cantonese_2.8	REAL	REAL	5.92291226847_5.26049739629	2.82189494354
Gothic_2.8	REAL	REAL	7.08260227555_6.38441596083	2.55057574847
Uyghur_2.8	REAL	REAL	8.51360741593_8.14704594371	2.4806603122
French_2.8	REAL	REAL	7.30424825811_6.01678844695	2.35765139146
Thai_2.8	REAL	REAL	6.99135476575_6.47822169461	2.22047505938
Greek_2.8	REAL	REAL	7.52098232728_6.71234454681	2.33045182323
Dutch_2.8	REAL	REAL	7.57654997276_6.84005234038	2.64921345873
English_2.8	REAL	REAL	7.39497270518_6.48115201501	2.27303670217
